ts,공급능력(kW),현재 수요(kW),태양광 발전량kW),풍력 발전량(kW),신재생 발전량 총합(kW),공급 예비력(kW),운영 예비력(kW)
1730297700,1306000.0,629000.0,0.0,97650.1,110943.0,672000.0,400000.0
1730298000,1302000.0,620000.0,0.0,90981.0,103735.0,678000.0,401000.0
1730298300,1318000.0,621000.0,0.0,104080.0,118797.0,692000.0,419000.0
1730298600,1318000.0,611000.0,0.0,108932.0,121473.0,702000.0,427000.0
1730298900,1313000.0,609000.0,0.0,103703.0,116245.0,699000.0,426000.0
1730299200,1309000.0,603000.0,0.0,99140.4,112941.0,701000.0,425000.0
1730299500,1309000.0,599000.0,0.0,98903.0,112035.0,706000.0,433000.0
1730299800,1313000.0,594000.0,0.0,100841.0,115570.0,714000.0,439000.0
1730300400,1287000.0,586000.0,0.0,77010.9,89932.4,696000.0,424000.0
1730300700,1201000.0,585000.0,0.0,69299.2,83242.1,611000.0,339000.0
1730301000,1190000.0,586000.0,0.0,60727.0,74120.3,600000.0,330000.0
1730301300,1195000.0,582000.0,0.0,65420.0,77731.2,609000.0,340000.0
1730301600,1176000.0,572000.0,0.0,45654.4,58069.1,599000.0,272000.0
1730301900,1176000.0,576000.0,0.0,44486.1,57446.9,595000.0,268000.0
1730302200,1186000.0,568000.0,0.0,56593.1,69411.4,613000.0,285000.0
1730302500,1196000.0,560000.0,0.0,64631.2,79334.4,631000.0,302000.0
1730302800,1192000.0,558000.0,0.0,60670.1,75077.2,629000.0,301000.0
1730303100,1190000.0,559000.0,0.0,57859.6,71594.4,626000.0,299000.0
1730303400,1208000.0,555000.0,0.0,78800.0,92422.1,648000.0,321000.0
1730303700,1215000.0,552000.0,0.0,85101.3,98001.8,658000.0,329000.0
1730304000,1220000.0,550000.0,0.0,90753.4,103196.0,666000.0,341000.0
1730304300,1241000.0,546000.0,0.0,114238.0,126778.0,690000.0,366000.0
1730304600,1252000.0,546000.0,0.0,122831.0,135323.0,702000.0,370000.0
1730304900,1257000.0,538000.0,0.0,127002.0,140467.0,715000.0,387000.0
1730305200,1245000.0,533000.0,0.0,114578.0,128213.0,707000.0,329000.0
1730305500,1226000.0,537000.0,0.0,97094.5,109639.0,685000.0,309000.0
1730305800,1223000.0,536000.0,0.0,91220.4,106139.0,683000.0,251000.0
1730306100,1212000.0,532000.0,0.0,82249.8,94628.4,675000.0,244000.0
1730306400,1208000.0,533000.0,0.0,78498.4,90879.7,671000.0,239000.0
1730306700,1193000.0,533000.0,0.0,63169.4,75437.5,655000.0,224000.0
1730307000,1179000.0,531000.0,0.0,48962.2,61290.4,643000.0,211000.0
1730307300,1174000.0,528000.0,0.0,44187.9,57952.6,642000.0,211000.0
1730307600,1178000.0,526000.0,0.0,49008.7,61237.3,647000.0,216000.0
1730307900,1186000.0,526000.0,0.0,57840.0,70071.8,655000.0,223000.0
1730308200,1200000.0,520000.0,0.0,68116.1,83099.5,675000.0,242000.0
1730308500,1214000.0,517000.0,0.0,84343.7,96625.4,692000.0,259000.0
1730308800,1218000.0,516000.0,0.0,88241.1,100575.0,696000.0,265000.0
1730309100,1235000.0,515000.0,0.0,104152.0,118539.0,716000.0,283000.0
1730309400,1240000.0,508000.0,0.0,111248.0,123665.0,728000.0,293000.0
1730309700,1259000.0,504000.0,0.0,128656.0,141020.0,750000.0,317000.0
1730310000,1260000.0,506000.0,0.0,129068.0,141509.0,749000.0,319000.0
1730310300,1258000.0,504000.0,0.0,128991.0,142407.0,749000.0,319000.0
1730310600,1252000.0,504000.0,0.0,121985.0,136231.0,744000.0,314000.0
1730310900,1239000.0,505000.0,0.0,109289.0,121670.0,729000.0,298000.0
1730311200,1244000.0,500000.0,0.0,111054.0,126142.0,739000.0,307000.0
1730311500,1229000.0,498000.0,0.0,99438.6,112143.0,726000.0,293000.0
1730311800,1217000.0,505000.0,0.0,88141.2,100642.0,708000.0,278000.0
1730312100,1211000.0,500000.0,0.0,80359.9,95078.9,707000.0,275000.0
1730312400,1209000.0,504000.0,0.0,79047.9,91328.1,700000.0,268000.0
1730312700,1198000.0,502000.0,0.0,67779.6,80442.2,691000.0,260000.0
1730313000,1196000.0,499000.0,0.0,64513.7,78885.1,692000.0,261000.0
1730313300,1205000.0,497000.0,0.0,74854.0,87227.7,704000.0,270000.0
1730313600,1207000.0,496000.0,0.0,75594.4,90732.9,706000.0,272000.0
1730313900,1200000.0,497000.0,0.0,68462.0,80823.2,698000.0,261000.0
1730314200,1208000.0,493000.0,0.0,75579.3,88624.2,711000.0,277000.0
1730314500,1222000.0,492000.0,0.0,89267.2,104704.0,725000.0,293000.0
1730314800,1229000.0,492000.0,0.0,99581.9,111977.0,733000.0,298000.0
1730315100,1235000.0,497000.0,0.0,104380.0,116761.0,733000.0,300000.0
1730315400,1239000.0,496000.0,0.0,108135.0,123162.0,738000.0,308000.0
1730315700,1243000.0,497000.0,0.0,113894.0,126133.0,741000.0,309000.0
1730316000,1246000.0,497000.0,0.0,117094.0,129321.0,744000.0,311000.0
1730316300,1252000.0,499000.0,0.0,120151.0,135129.0,748000.0,314000.0
1730316600,1246000.0,500000.0,0.0,118071.0,130270.0,741000.0,309000.0
1730316900,1248000.0,501000.0,0.0,119202.0,131390.0,742000.0,311000.0
1730317200,1256000.0,503000.0,0.0,127139.0,139355.0,749000.0,317000.0
1730317500,1251000.0,498000.0,0.0,122541.0,134746.0,748000.0,310000.0
1730317800,1252000.0,504000.0,0.0,122838.0,135174.0,744000.0,313000.0
1730318100,1250000.0,504000.0,0.0,119129.0,131538.0,741000.0,308000.0
1730318400,1255000.0,500000.0,0.0,122721.0,137451.0,750000.0,317000.0
1730318700,1266000.0,507000.0,0.0,135557.0,147852.0,754000.0,319000.0
1730319000,1262000.0,514000.0,0.0,130557.0,144932.0,744000.0,311000.0
1730319300,1262000.0,516000.0,0.0,132204.0,144476.0,741000.0,308000.0
1730319600,1267000.0,517000.0,0.0,136974.0,149271.0,745000.0,311000.0
1730319900,1262000.0,517000.0,0.0,129287.0,143440.0,740000.0,307000.0
1730320200,1256000.0,522000.0,0.0,125820.0,137962.0,728000.0,298000.0
1730320500,1255000.0,521000.0,0.0,124336.0,138055.0,730000.0,296000.0
1730320800,1245000.0,525000.0,0.0,114074.0,128013.0,715000.0,282000.0
1730321100,1243000.0,525000.0,0.0,111589.0,125337.0,713000.0,280000.0
1730321400,1246000.0,527000.0,0.0,112942.0,127407.0,714000.0,279000.0
1730321700,1251000.0,530000.0,0.0,122050.0,134270.0,716000.0,285000.0
1730322000,1259000.0,529000.0,0.0,127394.0,142350.0,725000.0,293000.0
1730322300,1247000.0,528000.0,0.0,116714.0,129514.0,714000.0,335000.0
1730322600,1258000.0,531000.0,0.0,130330.0,142695.0,722000.0,345000.0
1730322900,1267000.0,541000.0,0.0,132990.0,147477.0,721000.0,342000.0
1730323200,1256000.0,543000.0,0.0,128203.0,140721.0,708000.0,334000.0
1730323500,1257000.0,544000.0,0.0,127649.0,140043.0,709000.0,331000.0
1730323800,1256000.0,548000.0,0.0,124646.0,139447.0,704000.0,330000.0
1730324100,1252000.0,551000.0,0.0,122723.0,135159.0,696000.0,318000.0
1730324400,1237000.0,555000.0,0.0,107475.0,121069.0,677000.0,303000.0
1730324700,1236000.0,558000.0,0.0,104805.0,118031.0,674000.0,297000.0
1730325000,1236000.0,558000.0,0.0,106220.0,118932.0,673000.0,343000.0
1730325300,1229000.0,561000.0,0.0,98164.1,111855.0,663000.0,334000.0
1730325600,1223000.0,566000.0,0.0,93781.0,106085.0,653000.0,322000.0
1730325900,1207000.0,576000.0,0.0,82284.0,96528.9,625000.0,304000.0
1730326200,1206000.0,582000.0,0.0,85490.0,98658.8,619000.0,298000.0
1730326500,1214000.0,587000.0,0.0,94610.5,107011.0,622000.0,302000.0
1730326800,1219000.0,593000.0,0.0,97215.5,110347.0,621000.0,301000.0
1730327100,1225000.0,597000.0,0.0,100151.0,115514.0,624000.0,304000.0
1730327400,1220000.0,604000.0,1031.34,97725.3,111278.0,611000.0,292000.0
1730327700,1227000.0,608000.0,1683.86,104466.0,119268.0,615000.0,297000.0
1730328000,1231000.0,608000.0,2470.85,105149.0,122034.0,619000.0,298000.0
1730328300,1237000.0,609000.0,3808.02,112611.0,129133.0,623000.0,302000.0
1730328600,1234000.0,607000.0,5478.74,106373.0,125667.0,622000.0,300000.0
1730328900,1240000.0,615000.0,7634.21,110916.0,131358.0,620000.0,299000.0
1730329200,1234000.0,618000.0,10275.0,102084.0,125141.0,611000.0,292000.0
1730329500,1201000.0,621000.0,11860.2,102581.0,128667.0,575000.0,289000.0
1730329800,1214000.0,620000.0,14203.4,113267.0,140694.0,590000.0,304000.0
1730330100,1220000.0,627000.0,16778.7,114441.0,146141.0,589000.0,306000.0
1730330400,1218000.0,631000.0,19506.8,114020.0,145699.0,582000.0,298000.0
1730330700,1220000.0,635000.0,21654.0,112203.0,147402.0,580000.0,294000.0
1730331000,1216000.0,635000.0,23682.3,104220.0,142342.0,576000.0,291000.0
1730331300,1214000.0,637000.0,25665.2,103537.0,141304.0,573000.0,288000.0
1730331600,1217000.0,643000.0,27986.4,104624.0,144740.0,569000.0,283000.0
1730331900,1234000.0,650000.0,29997.2,116359.0,161156.0,580000.0,292000.0
1730332200,1231000.0,649000.0,31410.1,115058.0,158804.0,578000.0,294000.0
1730332500,1228000.0,649000.0,31794.1,109994.0,155008.0,575000.0,292000.0
1730332800,1227000.0,650000.0,32616.5,107351.0,155064.0,573000.0,284000.0
1730333100,1220000.0,662000.0,35361.1,101943.0,150302.0,554000.0,271000.0
1730333400,1222000.0,664000.0,38497.0,99783.5,152340.0,553000.0,273000.0
1730333700,1226000.0,655000.0,38805.1,104507.0,156583.0,566000.0,283000.0
1730334000,1218000.0,650000.0,38915.4,95185.4,147304.0,563000.0,279000.0
1730334300,1216000.0,647000.0,41366.8,91405.9,146714.0,564000.0,282000.0
1730334600,1229000.0,648000.0,46100.8,98493.1,158696.0,577000.0,293000.0
1730334900,1245000.0,656000.0,51183.7,111027.0,175062.0,584000.0,299000.0
1730335200,1231000.0,654000.0,54246.6,92253.0,161150.0,572000.0,290000.0
1730335500,1231000.0,647000.0,55445.5,91135.3,158613.0,580000.0,294000.0
1730335800,1239000.0,642000.0,56406.6,100459.0,170207.0,592000.0,311000.0
1730336100,1247000.0,642000.0,60451.7,102410.0,176277.0,600000.0,317000.0
1730336400,1246000.0,645000.0,66826.0,98685.6,178616.0,597000.0,316000.0
1730336700,1250000.0,637000.0,70700.6,97257.7,182060.0,608000.0,326000.0
1730337000,1248000.0,615000.0,73669.3,93153.5,179823.0,628000.0,345000.0
1730337300,1252000.0,602000.0,79193.9,91324.8,183616.0,645000.0,365000.0
1730337600,1268000.0,608000.0,90415.4,94190.9,198452.0,655000.0,370000.0
1730337900,1288000.0,617000.0,107183.0,99662.0,219152.0,666000.0,381000.0
1730338200,1303000.0,637000.0,118567.0,104163.0,236144.0,662000.0,379000.0
1730338500,1296000.0,615000.0,120769.0,92359.3,227682.0,676000.0,395000.0
1730338800,1300000.0,574000.0,123279.0,95777.8,231387.0,721000.0,435000.0
1730339100,1304000.0,573000.0,123813.0,97769.8,236293.0,726000.0,446000.0
1730339400,1302000.0,585000.0,135246.0,85470.8,233554.0,712000.0,422000.0
1730339700,1320000.0,584000.0,155083.0,81951.4,250680.0,731000.0,432000.0
1730340000,1321000.0,532000.0,154889.0,85733.2,254338.0,784000.0,484000.0
1730340300,1329000.0,539000.0,157302.0,91049.5,262028.0,785000.0,488000.0
1730340600,1345000.0,636000.0,175087.0,90331.4,279345.0,704000.0,409000.0
1730340900,1347000.0,702000.0,194458.0,71457.7,279362.0,640000.0,344000.0
1730341200,1321000.0,718000.0,191715.0,50811.9,254689.0,598000.0,303000.0
1730341500,1267000.0,681000.0,158432.0,29602.2,200303.0,581000.0,290000.0
1730341800,1246000.0,623000.0,133662.0,34390.2,180281.0,618000.0,333000.0
1730342100,1240000.0,625000.0,125834.0,36449.9,174452.0,610000.0,327000.0
1730342400,1238000.0,646000.0,130947.0,25511.2,170496.0,587000.0,305000.0
1730342700,1251000.0,649000.0,144484.0,28415.9,184901.0,598000.0,315000.0
1730343000,1256000.0,608000.0,138801.0,37698.4,189485.0,644000.0,362000.0
1730343300,1271000.0,597000.0,128704.0,61638.4,205055.0,669000.0,392000.0
1730343600,1283000.0,604000.0,131953.0,75323.4,219327.0,674000.0,393000.0
1730343900,1306000.0,641000.0,146398.0,82014.4,240518.0,661000.0,383000.0
1730344200,1321000.0,642000.0,152836.0,89238.7,255205.0,674000.0,394000.0
1730344500,1315000.0,640000.0,145488.0,89844.1,247387.0,670000.0,387000.0
1730344800,1293000.0,648000.0,139694.0,76151.1,227958.0,641000.0,360000.0
1730345100,1289000.0,666000.0,136769.0,73944.2,222873.0,618000.0,338000.0
1730345400,1293000.0,662000.0,134309.0,81317.9,227874.0,627000.0,347000.0
1730345700,1289000.0,637000.0,125390.0,85414.3,223051.0,647000.0,367000.0
1730346000,1283000.0,615000.0,117163.0,86614.3,216056.0,662000.0,380000.0
1730346300,1285000.0,638000.0,118290.0,87585.0,218410.0,642000.0,359000.0
1730346600,1291000.0,654000.0,125580.0,87472.4,225461.0,632000.0,351000.0
1730346900,1298000.0,650000.0,126714.0,91025.3,229898.0,644000.0,360000.0
1730347200,1287000.0,657000.0,118806.0,90136.6,220926.0,626000.0,346000.0
1730347500,1280000.0,670000.0,114371.0,87886.7,214286.0,606000.0,325000.0
1730347800,1266000.0,668000.0,110031.0,78490.7,200597.0,593000.0,312000.0
1730348100,1260000.0,667000.0,105094.0,76339.4,193764.0,588000.0,308000.0
1730348400,1260000.0,660000.0,100172.0,81384.8,193937.0,595000.0,316000.0
1730348700,1247000.0,659000.0,98094.7,70863.6,181326.0,583000.0,305000.0
1730349000,1246000.0,646000.0,97982.9,71704.9,182018.0,596000.0,318000.0
1730349300,1258000.0,648000.0,99015.1,80414.8,191757.0,606000.0,322000.0
1730349600,1262000.0,654000.0,99410.4,83904.2,195607.0,603000.0,322000.0
1730349900,1260000.0,669000.0,100417.0,81468.8,194178.0,587000.0,306000.0
1730350200,1255000.0,674000.0,103007.0,73292.3,188591.0,576000.0,295000.0
1730350500,1252000.0,658000.0,100386.0,73205.9,185889.0,576000.0,309000.0
1730350800,1251000.0,620000.0,93234.4,80513.7,186001.0,581000.0,347000.0
1730351100,1242000.0,626000.0,90680.8,73919.4,176810.0,566000.0,332000.0
1730351400,1245000.0,631000.0,90267.4,77219.1,179738.0,565000.0,330000.0
1730351700,1236000.0,630000.0,87475.6,69417.3,169144.0,556000.0,325000.0
1730352000,1231000.0,618000.0,83233.9,70098.0,165626.0,563000.0,329000.0
1730352300,1231000.0,617000.0,81473.7,69778.8,163504.0,563000.0,327000.0
1730352600,1227000.0,618000.0,81112.8,69426.8,162844.0,559000.0,322000.0
1730352900,1218000.0,618000.0,81828.0,67883.9,151717.0,550000.0,314000.0
1730353200,1220000.0,619000.0,80844.8,70664.4,153461.0,550000.0,316000.0
1730353500,1212000.0,623000.0,78223.4,64460.2,144678.0,539000.0,306000.0
1730353800,1199000.0,620000.0,74605.6,56247.4,132847.0,529000.0,293000.0
1730354100,1198000.0,629000.0,71999.6,58653.6,132651.0,519000.0,284000.0
1730354400,1202000.0,632000.0,69396.1,65021.9,136416.0,520000.0,285000.0
1730354700,1191000.0,630000.0,65912.4,59033.1,126941.0,511000.0,394000.0
1730355000,1191000.0,631000.0,60587.0,64302.2,126886.0,510000.0,393000.0
1730355300,1186000.0,631000.0,56080.9,64137.3,122122.0,504000.0,390000.0
1730355600,1185000.0,632000.0,51926.5,67551.5,121299.0,504000.0,384000.0
1730355900,1182000.0,632000.0,48916.8,67584.6,118232.0,499000.0,381000.0
1730356200,1180000.0,627000.0,45505.8,69151.0,116387.0,503000.0,384000.0
1730356500,1167000.0,619000.0,42088.0,59208.2,102984.0,498000.0,378000.0
1730356800,1173000.0,611000.0,40657.0,66133.1,108524.0,512000.0,392000.0
1730357100,1184000.0,605000.0,41815.5,76450.3,120079.0,529000.0,410000.0
1730357400,1191000.0,613000.0,43919.2,80415.0,126185.0,528000.0,412000.0
1730357700,1190000.0,620000.0,47160.6,77588.7,126680.0,520000.0,400000.0
1730358000,1191000.0,627000.0,49040.9,76379.3,127393.0,514000.0,395000.0
1730358300,1168000.0,635000.0,47288.2,72745.7,121961.0,483000.0,401000.0
1730358600,1170000.0,638000.0,44152.8,78384.0,124520.0,482000.0,403000.0
1730358900,1162000.0,638000.0,39498.7,76149.9,117675.0,474000.0,395000.0
1730359200,1166000.0,641000.0,35359.3,82260.0,119646.0,475000.0,396000.0
1730359500,1164000.0,648000.0,32608.2,82898.4,117605.0,466000.0,385000.0
1730359800,1148000.0,645000.0,28815.0,71604.2,102520.0,453000.0,372000.0
1730360100,1148000.0,642000.0,24427.7,75730.2,102216.0,456000.0,375000.0
1730360400,1152000.0,641000.0,21152.1,83211.3,106333.0,461000.0,384000.0
1730360700,1149000.0,642000.0,20228.0,80760.8,103002.0,457000.0,382000.0
1730361000,1147000.0,646000.0,19789.6,79771.0,101617.0,452000.0,378000.0
1730361300,1143000.0,644000.0,18581.1,76210.4,96810.0,449000.0,376000.0
1730361600,1142000.0,649000.0,16536.5,77073.3,95584.6,442000.0,368000.0
1730361900,1142000.0,653000.0,14661.4,69858.6,86538.4,438000.0,358000.0
1730362200,1142000.0,657000.0,11825.4,71780.2,85539.6,435000.0,354000.0
1730362500,1138000.0,657000.0,9457.6,69941.7,81333.3,432000.0,351000.0
1730362800,1137000.0,660000.0,6948.84,72455.3,81335.2,428000.0,349000.0
1730363100,1138000.0,659000.0,5095.98,74837.4,81817.2,429000.0,347000.0
1730363400,1139000.0,665000.0,3935.88,77032.9,82852.6,423000.0,346000.0
1730363700,1135000.0,670000.0,3241.88,72896.3,78022.0,415000.0,334000.0
1730364000,1132000.0,677000.0,2800.63,70818.0,75506.2,405000.0,327000.0
1730364300,1125000.0,679000.0,2574.72,64550.1,69055.5,396000.0,315000.0
1730364600,1124000.0,678000.0,2455.03,64356.8,68698.8,397000.0,316000.0
1730364900,1131000.0,682000.0,2378.87,71670.5,75932.2,400000.0,321000.0
1730365200,1132000.0,677000.0,2363.85,72997.3,77244.1,405000.0,327000.0
1730365500,1158000.0,680000.0,2347.65,95334.8,99521.6,428000.0,348000.0
1730365800,1166000.0,682000.0,2124.01,102797.0,106727.0,435000.0,355000.0
1730366100,1163000.0,682000.0,2213.02,99550.2,103569.0,431000.0,349000.0
1730366400,1164000.0,684000.0,3056.81,100388.0,105291.0,430000.0,350000.0
1730366700,1160000.0,684000.0,3272.18,96349.2,101505.0,426000.0,345000.0
1730367000,1160000.0,682000.0,3338.4,95673.8,100852.0,427000.0,345000.0
1730367300,1159000.0,679000.0,3048.43,95551.0,100307.0,430000.0,351000.0
1730367600,1163000.0,674000.0,3027.34,98957.5,103738.0,439000.0,360000.0
1730367900,1160000.0,678000.0,4090.46,94439.4,100413.0,432000.0,348000.0
1730368200,1162000.0,677000.0,4210.97,96219.6,102397.0,435000.0,354000.0
1730368500,1161000.0,676000.0,4149.28,95748.4,101956.0,435000.0,355000.0
1730368800,1161000.0,678000.0,3910.54,95675.1,101644.0,433000.0,354000.0
1730369100,1162000.0,670000.0,3847.41,96789.2,102695.0,441000.0,360000.0
1730369400,1152000.0,672000.0,3830.37,87360.9,93247.0,430000.0,349000.0
1730369700,1154000.0,676000.0,4838.0,87889.7,94826.0,428000.0,348000.0
1730370000,1159000.0,673000.0,5498.74,92462.6,100103.0,436000.0,355000.0
1730370300,1153000.0,670000.0,5217.9,86966.9,94240.5,434000.0,351000.0
1730370600,1147000.0,667000.0,5084.32,80713.7,87810.0,430000.0,348000.0
1730370900,1125000.0,668000.0,5152.64,58555.1,65677.1,407000.0,326000.0
1730371200,1118000.0,663000.0,4964.42,52201.6,59178.9,405000.0,324000.0
1730371500,1113000.0,665000.0,4336.52,47178.2,53571.4,398000.0,319000.0
1730371800,1114000.0,664000.0,4059.16,49192.3,55264.9,400000.0,318000.0
1730372100,1108000.0,664000.0,3873.37,42970.2,48943.4,394000.0,313000.0
1730372400,1107000.0,660000.0,3723.63,43127.8,48954.0,397000.0,315000.0
1730372700,1115000.0,656000.0,3579.28,50585.3,56263.7,409000.0,330000.0
1730373000,1113000.0,655000.0,3421.06,48788.3,54312.0,408000.0,328000.0
1730373300,1109000.0,655000.0,3421.06,44528.6,50052.2,405000.0,325000.0
1730373600,1107000.0,658000.0,3413.76,42757.7,48143.6,399000.0,318000.0
1730373900,1106000.0,654000.0,3272.2,41111.8,46395.9,402000.0,322000.0
1730374200,1090000.0,650000.0,3282.86,25916.2,30952.4,390000.0,310000.0
1730374500,1083000.0,647000.0,2825.7,19806.5,23648.2,386000.0,305000.0
1730374800,1085000.0,642000.0,2853.3,22511.4,25907.8,392000.0,310000.0
1730375100,1085000.0,638000.0,2811.25,23573.7,26625.7,397000.0,315000.0
1730375700,1090000.0,638000.0,2455.08,28251.8,30948.2,401000.0,321000.0
1730376000,1093000.0,634000.0,2375.29,31468.7,34082.4,409000.0,330000.0
1730376300,1089000.0,626000.0,1036.36,28464.7,29742.4,413000.0,330000.0
1730376600,1090000.0,628000.0,0.0,29655.6,30456.7,412000.0,332000.0
1730376900,1085000.0,626000.0,0.0,25477.6,26234.1,409000.0,329000.0
1730377200,1087000.0,621000.0,0.0,26291.2,26992.8,416000.0,334000.0
1730377500,1090000.0,618000.0,0.0,30516.3,31259.6,422000.0,341000.0
1730377800,1088000.0,618000.0,0.0,28018.1,28726.4,420000.0,341000.0
1730378100,1085000.0,615000.0,0.0,25565.9,26300.1,420000.0,338000.0
1730378400,1094000.0,614000.0,0.0,34712.2,35423.8,430000.0,352000.0
1730378700,1089000.0,610000.0,0.0,29279.6,29954.5,429000.0,348000.0
1730379000,1087000.0,604000.0,0.0,27711.5,28378.7,433000.0,351000.0
1730379300,1095000.0,598000.0,0.0,36422.1,37089.8,447000.0,365000.0
1730379600,1112000.0,599000.0,0.0,53154.2,53816.8,463000.0,382000.0
1730379900,1122000.0,606000.0,0.0,61106.2,61782.4,465000.0,384000.0
1730380200,1122000.0,604000.0,0.0,62555.4,63230.7,468000.0,388000.0
1730380500,1138000.0,605000.0,0.0,78055.6,78721.1,483000.0,403000.0
1730380800,1138000.0,620000.0,0.0,78277.4,78637.2,487000.0,386000.0
1730381100,1136000.0,616000.0,0.0,75770.8,76015.2,489000.0,391000.0
1730381400,1135000.0,615000.0,0.0,75747.4,75992.4,490000.0,388000.0
1730381700,1136000.0,614000.0,0.0,77257.5,77501.7,493000.0,392000.0
1730382000,1144000.0,611000.0,0.0,83915.8,84159.9,503000.0,402000.0
1730382300,1144000.0,612000.0,0.0,80526.4,80769.9,502000.0,401000.0
1730382600,1140000.0,605000.0,0.0,80593.2,80837.3,504000.0,401000.0
1730382900,1142000.0,606000.0,0.0,82162.0,82406.6,507000.0,407000.0
1730383200,1141000.0,609000.0,0.0,83126.4,83370.4,503000.0,286000.0
1730383500,1139000.0,603000.0,0.0,82270.1,82515.5,506000.0,287000.0
1730383800,1141000.0,602000.0,0.0,84395.1,84636.8,509000.0,293000.0
1730384100,1136000.0,600000.0,0.0,78329.0,78572.9,507000.0,290000.0
1730384400,1136000.0,596000.0,0.0,78633.9,78878.4,510000.0,293000.0
1730384700,1137000.0,590000.0,0.0,79926.0,80169.2,518000.0,299000.0
1730385000,1137000.0,586000.0,0.0,80003.2,80245.0,521000.0,303000.0
1730385300,1133000.0,583000.0,0.0,76192.4,76436.4,520000.0,303000.0
1730385600,1133000.0,580000.0,0.0,75834.5,76076.4,522000.0,307000.0
1730385900,1138000.0,576000.0,0.0,81250.1,81492.6,532000.0,318000.0
1730386200,1140000.0,575000.0,0.0,83320.6,83562.1,535000.0,319000.0
1730386800,1130000.0,566000.0,0.0,72961.4,73204.5,535000.0,318000.0
1730387100,1134000.0,565000.0,0.0,76251.5,76495.1,539000.0,322000.0
1730387400,1131000.0,563000.0,0.0,74564.9,74806.2,538000.0,320000.0
1730387700,1138000.0,561000.0,0.0,80857.0,81100.5,547000.0,332000.0
1730388000,1134000.0,554000.0,0.0,77767.6,78008.8,551000.0,339000.0
1730388300,1132000.0,550000.0,0.0,75013.4,75258.0,552000.0,335000.0
1730388600,1131000.0,547000.0,0.0,73636.4,73881.0,555000.0,337000.0
1730388900,1133000.0,542000.0,0.0,75998.1,76239.8,562000.0,345000.0
1730389200,1133000.0,539000.0,0.0,75855.6,76099.0,564000.0,347000.0
1730389500,1133000.0,537000.0,0.0,75000.6,75246.4,566000.0,349000.0
1730389800,1133000.0,534000.0,0.0,75430.8,75673.6,569000.0,352000.0
1730390100,1136000.0,531000.0,0.0,78548.1,78793.0,575000.0,358000.0
1730390400,1137000.0,531000.0,0.0,80157.7,80406.5,576000.0,361000.0
1730390700,1147000.0,525000.0,0.0,79095.0,79340.9,592000.0,375000.0
1730391000,1143000.0,522000.0,0.0,75240.5,75487.7,591000.0,375000.0
1730391300,1148000.0,521000.0,0.0,80115.1,80358.8,597000.0,382000.0
1730391600,1144000.0,517000.0,0.0,75107.5,75351.2,597000.0,380000.0
1730391900,1146000.0,513000.0,0.0,77886.4,78134.5,603000.0,386000.0
1730392200,1152000.0,507000.0,0.0,83505.1,83751.1,614000.0,395000.0
1730392500,1151000.0,509000.0,0.0,83623.3,83867.5,612000.0,399000.0
1730392800,1155000.0,508000.0,0.0,86303.5,86550.0,617000.0,401000.0
1730393100,1151000.0,503000.0,0.0,82713.6,82958.9,618000.0,403000.0
1730393400,1151000.0,503000.0,0.0,83131.9,83374.9,618000.0,403000.0
1730393700,1154000.0,499000.0,0.0,85295.3,85539.3,625000.0,411000.0
1730394000,1155000.0,522000.0,0.0,85703.0,85949.5,623000.0,390000.0
1730394300,1157000.0,521000.0,0.0,87005.4,87251.5,626000.0,390000.0
1730394600,1158000.0,517000.0,0.0,88119.4,88362.4,631000.0,395000.0
1730394900,1159000.0,517000.0,0.0,88896.6,89138.9,632000.0,394000.0
1730395200,1159000.0,515000.0,0.0,89412.6,89658.5,635000.0,397000.0
1730395500,1160000.0,508000.0,0.0,89672.5,89916.1,642000.0,403000.0
1730395800,1155000.0,511000.0,0.0,85271.1,85514.1,634000.0,395000.0
1730396100,1153000.0,514000.0,0.0,84925.8,85174.6,629000.0,357000.0
1730396400,1153000.0,507000.0,0.0,84141.8,84385.5,637000.0,360000.0
1730396700,1152000.0,507000.0,0.0,83236.8,83479.5,636000.0,357000.0
1730397000,1157000.0,504000.0,0.0,86604.0,86849.0,643000.0,368000.0
1730397300,1152000.0,507000.0,0.0,82271.8,82515.4,635000.0,360000.0
1730397600,1160000.0,504000.0,0.0,91189.9,91433.1,646000.0,369000.0
1730397900,1162000.0,501000.0,0.0,90588.1,90834.1,651000.0,373000.0
1730398200,1169000.0,505000.0,0.0,98756.0,98999.7,655000.0,377000.0
1730398500,1170000.0,501000.0,0.0,100239.0,100480.0,659000.0,384000.0
1730398800,1174000.0,502000.0,0.0,103441.0,103685.0,662000.0,384000.0
1730399100,1176000.0,500000.0,0.0,105770.0,106014.0,667000.0,388000.0
1730399400,1175000.0,498000.0,0.0,104662.0,104906.0,668000.0,389000.0
1730399700,1180000.0,494000.0,0.0,107701.0,107945.0,677000.0,399000.0
1730400000,1186000.0,496000.0,0.0,116041.0,116285.0,679000.0,400000.0
1730400300,1189000.0,493000.0,0.0,119039.0,119282.0,686000.0,408000.0
1730400600,1180000.0,491000.0,0.0,109925.0,110169.0,679000.0,396000.0
1730400900,1182000.0,495000.0,0.0,110411.0,110654.0,676000.0,398000.0
1730401200,1186000.0,494000.0,0.0,114867.0,115110.0,682000.0,403000.0
1730401500,1189000.0,489000.0,0.0,118514.0,118758.0,690000.0,411000.0
